full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Nordi Mukiele Mulere,24,878342400,1997-11-01,WC Qualification Europe,2022,Defender,France,23,23,0,France,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,-1,-1,-1,15
Nuno Mendes,19,1024444800,2002-06-19,WC Qualification Europe,2022,Forward,Portugal,517,390,127,Portugal,9,6,3,0,0,0,0,0,0,0,0,4,3,1,2,1,1,2,0,0,0,0,0,0,0,0.35,259,57,259,0,0.35,580,573,-1,29
Nuraly Alip,22,945820800,1999-12-22,WC Qualification Europe,2022,Midfielder,Kazakhstan,540,270,270,Kazakhstan,6,3,3,0,0,0,0,0,0,0,0,0,0,0,16,6,10,1,0,0,0,0,0,0,0,2.67,34,90,540,0,0.17,428,406,-1,27
Odise Roshi,30,674870400,1991-05-22,WC Qualification Europe,2022,Midfielder,Albania,335,255,80,Albania,8,4,4,0,0,0,2,2,0,0,0,5,3,2,1,0,1,2,0,0.54,0.54,0,0,0,0,0.27,335,42,168,168,0.54,447,21,-1,27
Odisseas Vlachodimos,28,767318400,1994-04-26,WC Qualification Europe,2022,Goalkeeper,Greece,720,360,360,Germany,8,4,4,0,0,0,0,0,0,0,0,1,0,1,7,4,3,1,0,0,0,0,0,0,0,0.88,103,90,720,0,0.13,302,258,116,6
Odmar Færø,32,625881600,1989-11-01,WC Qualification Europe,2022,Defender,Faroe Islands,670,450,220,Faroe Islands,8,5,3,0,0,0,0,0,0,0,0,0,0,0,14,8,6,1,0,0,0,0,0,0,0,1.88,48,84,670,0,0.13,678,682,249,21
Ofir Davidzada,31,673401600,1991-05-05,WC Qualification Europe,2022,Defender,Israel,48,16,32,Israel,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-1,-1,-1,15
Ofir Marciano,32,623721600,1989-10-07,WC Qualification Europe,2022,Goalkeeper,Israel,900,450,450,Israel,10,5,5,0,0,0,0,0,0,0,0,1,0,1,18,7,11,0,0,0,0,0,0,0,0,1.8,50,90,0,0,0,707,700,240,11
Ofri Arad,23,905472000,1998-09-11,WC Qualification Europe,2022,Defender,Israel,316,134,182,Israel,5,2,3,0,0,0,0,0,0,0,0,1,0,1,4,1,3,0,0,0,0,0,0,0,0,1.14,79,63,0,0,0,702,696,165,21
Ögmundur Kristinsson,32,614217600,1989-06-19,WC Qualification Europe,2022,Goalkeeper,Iceland,0,0,0,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ohi Omoijuanfo,28,758160000,1994-01-10,WC Qualification Europe,2022,Forward,Norway,0,0,0,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Okay Yokuşlu,28,763171200,1994-03-09,WC Qualification Europe,2022,Midfielder,Turkey,442,262,180,Turkey,5,3,2,0,0,0,0,0,0,0,0,1,0,1,11,6,5,1,0,0,0,0,0,0,0,2.24,40,88,442,0,0.2,588,564,-1,31
Ola Solbakken,23,905126400,1998-09-07,WC Qualification Europe,2022,Forward,Norway,54,8,46,Norway,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,54,0,1.67,-1,-1,-1,35
Oleg Reabcuik,24,884908800,1998-01-16,WC Qualification Europe,2022,Defender,Moldova,625,270,355,Moldova,7,3,4,0,0,0,0,0,0,0,0,0,0,0,19,6,13,4,1,0,0,0,0,0,0,2.74,33,89,156,0,0.58,630,676,298,27
Oleksandr Karavaev,29,707443200,1992-06-02,WC Qualification Europe,2022,Midfielder,Ukraine,545,177,368,Ukraine,7,2,5,0,0,0,4,1,3,0,0,1,0,1,6,2,4,0,0,0.66,0.66,0,0,0,0,0.99,91,78,0,136,0,717,13,-1,29
Oleksandr Pikhalonok,25,862963200,1997-05-07,WC Qualification Europe,2022,Midfielder,Ukraine,0,0,0,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Oleksandr Syrota,21,960681600,2000-06-11,WC Qualification Europe,2022,Defender,Ukraine,0,0,0,Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Oleksandr Tymchyk,25,853718400,1997-01-20,WC Qualification Europe,2022,Defender,Ukraine,363,183,180,Ukraine,5,3,2,0,0,0,0,0,0,0,0,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0.74,121,73,0,0,0,469,433,82,9
Oleksandr Zinchenko,25,850608000,1996-12-15,WC Qualification Europe,2022,Midfielder,Ukraine,630,180,450,Ukraine,7,2,5,1,0,1,2,1,1,0,0,1,0,1,6,2,4,2,0,0.43,0.29,0.14,0,0.2,630,0.86,105,90,315,315,0.29,269,84,-1,4
Oleksandr Zubkov,25,839030400,1996-08-03,WC Qualification Europe,2022,Midfielder,Ukraine,133,89,44,Ukraine,8,4,4,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.68,133,17,0,0,0,-1,-1,-1,23
Olimpiu Vasile Moruţan,23,924998400,1999-04-25,WC Qualification Europe,2022,Midfielder,Romania,124,51,73,Romania,3,2,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,-1,-1,-1,21
Oliver McBurnie,25,833846400,1996-06-04,WC Qualification Europe,2022,Forward,Scotland,17,17,0,Scotland,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,17
Olivier Giroud,35,528422400,1986-09-30,WC Qualification Europe,2022,Forward,France,94,63,31,France,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.96,94,47,0,0,0,-1,-1,-1,26
Olivier Thill,25,850780800,1996-12-17,WC Qualification Europe,2022,Midfielder,Luxembourg,576,308,268,Luxembourg,8,4,4,1,0,1,0,0,0,0,0,1,0,1,11,6,5,1,0,0.16,0,0.16,0,0.34,576,1.72,52,72,576,0,0.16,252,399,-1,2
Ollie Watkins,26,820281600,1995-12-30,WC Qualification Europe,2022,Forward,England,37,27,10,England,3,2,1,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2.43,0,2.43,3.33,0,37,0,0,12,0,0,0,-1,-1,-1,11
Olzhas Kerymzhanov,32,611280000,1989-05-16,WC Qualification Europe,2022,Defender,Kazakhstan,0,0,0,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Omer Atzili,28,743731200,1993-07-27,WC Qualification Europe,2022,Forward,Israel,21,0,21,Israel,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,-1,-1,-1,14
Omri Gandelman,22,958435200,2000-05-16,WC Qualification Europe,2022,Midfielder,Israel,67,0,67,Israel,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5.37,17,67,0,0,0,-1,-1,-1,31
Ondrej Celustka,32,614131200,1989-06-18,WC Qualification Europe,2022,Defender,Czech Republic,445,180,265,Czech Republic,5,2,3,0,0,0,0,0,0,0,0,1,0,1,5,3,2,0,0,0,0,0,0,0,0,1.01,89,89,0,0,0,534,507,147,37
Ondrej Duda,27,786585600,1994-12-05,WC Qualification Europe,2022,Midfielder,Slovakia,489,252,237,Slovakia,8,4,4,4,1,3,1,0,1,1,0,3,1,2,4,3,1,1,0,0.92,0.18,0.74,0.36,1.14,122,0.74,122,61,489,489,0.18,30,174,-1,1
Ondřej Kúdela,35,543715200,1987-03-26,WC Qualification Europe,2022,Defender,Czech Republic,267,90,177,Czech Republic,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,1.35,67,89,0,0,0,-1,-1,-1,26
Ondřej Lingr,23,907718400,1998-10-07,WC Qualification Europe,2022,Forward,Czech Republic,-21,0,-21,Czech Republic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Onisiforos Roushias,29,711158400,1992-07-15,WC Qualification Europe,2022,Forward,Cyprus,1,0,1,Cyprus,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,18
Onni Valakari,22,934934400,1999-08-18,WC Qualification Europe,2022,Midfielder,Finland,172,132,40,Finland,5,3,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,-1,-1,-1,22
Or Blorian,22,952387200,2000-03-07,WC Qualification Europe,2022,Forward,Israel,0,0,0,Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Oralkhan Omirtayev,23,900547200,1998-07-16,WC Qualification Europe,2022,Forward,Kazakhstan,147,87,60,Kazakhstan,3,2,1,0,0,0,0,0,0,0,0,0,0,0,8,3,5,1,0,0,0,0,0,0,0,4.9,18,49,147,0,0.61,-1,-1,-1,19
Orel Dgani,33,600220800,1989-01-08,WC Qualification Europe,2022,Defender,Israel,317,166,151,Israel,4,2,2,0,0,0,0,0,0,0,0,1,0,1,8,4,4,1,0,0,0,0,0,0,0,2.27,40,79,317,0,0.28,457,446,280,8
Orkun Kökçü,21,978048000,2000-12-29,WC Qualification Europe,2022,Midfielder,Turkey,446,121,325,Netherlands,8,3,5,1,0,1,1,1,0,0,0,2,1,1,5,0,5,2,0,0.4,0.2,0.2,0,0.28,446,1.01,89,56,223,446,0.4,200,159,-1,13
Oscar Lewicki,29,711072000,1992-07-14,WC Qualification Europe,2022,Midfielder,Sweden,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Otar Kakabadze,26,804211200,1995-06-27,WC Qualification Europe,2022,Defender,Georgia,453,259,194,Georgia,6,3,3,1,0,1,0,0,0,0,0,1,1,0,3,1,2,0,0,0.2,0,0.2,0,0.46,453,0.6,151,76,0,0,0,203,311,64,4
Otar Kiteishvili,26,827798400,1996-03-26,WC Qualification Europe,2022,Midfielder,Georgia,211,83,128,Georgia,4,2,2,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0.43,0.43,0,0,0,0,0.85,106,53,211,211,0.43,-1,-1,-1,20
Otávio,27,792288000,1995-02-09,WC Qualification Europe,2022,Midfielder,Portugal,176,164,12,Brazil,3,2,1,1,1,0,1,1,0,0,0,2,1,1,1,1,0,0,0,1.02,0.51,0.51,0.55,0,176,0.51,176,59,0,176,0,-1,-1,-1,9
Ousmane Dembélé,25,863654400,1997-05-15,WC Qualification Europe,2022,Midfielder,France,117,27,90,France,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.77,0,0.77,0,1,117,0,0,59,117,0,0.77,-1,-1,-1,6
Ovidijus Verbickas,28,741744000,1993-07-04,WC Qualification Europe,2022,Midfielder,Lithuania,343,147,196,Lithuania,6,3,3,0,0,0,1,1,0,0,0,0,0,0,10,3,7,0,0,0.26,0.26,0,0,0,0,2.62,34,57,0,343,0,417,103,-1,16
Ovidiu Marian Popescu,28,762307200,1994-02-27,WC Qualification Europe,2022,Midfielder,Romania,180,180,0,Romania,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1.5,60,90,180,0,0.5,-1,-1,-1,27
Owen Wijndal,22,943747200,1999-11-28,WC Qualification Europe,2022,Defender,Netherlands,262,90,172,Netherlands,3,1,2,0,0,0,2,0,2,0,0,2,1,1,4,0,4,0,0,0.69,0.69,0,0,0,0,1.37,66,87,0,131,0,-1,-1,-1,23
Ozan Muhammed Kabak,22,953942400,2000-03-25,WC Qualification Europe,2022,Defender,Turkey,318,180,138,Turkey,5,2,3,0,0,0,0,0,0,0,0,1,0,1,9,5,4,2,0,0,0,0,0,0,0,2.55,35,64,159,0,0.57,589,562,292,33
Ozan Tufan,27,795916800,1995-03-23,WC Qualification Europe,2022,Midfielder,Turkey,335,205,130,Turkey,5,3,2,2,0,2,0,0,0,0,0,1,0,1,6,4,2,1,0,0.54,0,0.54,0,1.38,168,1.61,56,67,335,0,0.27,54,566,-1,5
Pablo Fornals Malla,26,824947200,1996-02-22,WC Qualification Europe,2022,Midfielder,Spain,113,30,83,Spain,3,1,2,1,0,1,1,1,0,0,0,3,1,2,0,0,0,0,0,1.59,0.8,0.8,0,1.08,113,0,0,38,0,113,0,-1,-1,-1,7
Pablo Martín Páez Gavira,17,1091664000,2004-08-05,WC Qualification Europe,2022,Midfielder,Spain,154,89,65,Spain,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,-1,-1,-1,18
Pablo Sarabia,30,705542400,1992-05-11,WC Qualification Europe,2022,Midfielder,Spain,239,149,90,Spain,5,2,3,2,1,1,0,0,0,1,0,4,2,2,0,0,0,1,0,0.75,0,0.75,0.6,1,120,0,0,48,239,0,0.38,-1,-1,-1,2
Paddy McNair,27,798940800,1995-04-27,WC Qualification Europe,2022,Midfielder,Northern Ireland,540,180,360,Northern Ireland,6,2,4,1,0,1,0,0,0,1,0,2,2,0,6,0,6,2,0,0.17,0,0.17,0,0.25,540,1,90,90,270,0,0.33,230,314,-1,2
Panagiotis Retsos,23,902620800,1998-08-09,WC Qualification Europe,2022,Defender,Greece,0,0,0,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Panayiotis Zachariou,26,825292800,1996-02-26,WC Qualification Europe,2022,Midfielder,Cyprus,28,13,15,Cyprus,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.21,28,14,0,0,0,-1,-1,-1,13
Pantelis Hatzidiakos,25,853545600,1997-01-18,WC Qualification Europe,2022,Defender,Greece,356,180,176,Greece,4,2,2,0,0,0,0,0,0,0,0,1,0,1,4,2,2,2,1,0,0,0,0,0,0,1.01,89,89,178,0,0.51,393,369,146,9
Paris Psaltis,25,847756800,1996-11-12,WC Qualification Europe,2022,Defender,Cyprus,472,171,301,Cyprus,7,3,4,0,0,0,0,0,0,0,0,0,0,0,10,4,6,0,0,0,0,0,0,0,0,1.91,47,67,0,0,0,523,540,252,22
Pascal Koller,23,925430400,1999-04-30,WC Qualification Europe,2022,Forward,Liechtenstein,0,0,0,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Patrick Bamford,28,747187200,1993-09-05,WC Qualification Europe,2022,Forward,England,62,62,0,England,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,-1,-1,-1,20
Patrick Berg,24,880329600,1997-11-24,WC Qualification Europe,2022,Midfielder,Norway,480,265,215,Norway,8,4,4,0,0,0,0,0,0,0,0,4,1,3,5,4,1,0,0,0,0,0,0,0,0,0.94,96,60,0,0,0,545,526,-1,29
Patrick Pentz,25,852163200,1997-01-02,WC Qualification Europe,2022,Goalkeeper,Austria,0,0,0,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Patrick van Aanholt,31,651888000,1990-08-29,WC Qualification Europe,2022,Defender,Netherlands,8,0,8,Netherlands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,14
Patrik Hrošovský,30,703900800,1992-04-22,WC Qualification Europe,2022,Midfielder,Slovakia,354,148,206,Slovakia,6,3,3,0,0,0,0,0,0,0,0,2,1,1,5,3,2,1,0,0,0,0,0,0,0,1.27,71,59,354,0,0.25,516,492,-1,26
Patrik Johannesen,26,810432000,1995-09-07,WC Qualification Europe,2022,Midfielder,Faroe Islands,53,0,53,Faroe Islands,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.7,53,27,0,0,0,-1,-1,-1,18
Patrik Schick,26,822441600,1996-01-24,WC Qualification Europe,2022,Forward,Czech Republic,307,90,217,Czech Republic,4,1,3,2,0,2,3,0,3,0,0,1,0,1,3,2,1,1,1,1.47,0.88,0.59,0,0.83,154,0.88,102,77,154,102,0.59,45,6,-1,2
Patrik Sigurður Gunnarsson,21,974246400,2000-11-15,WC Qualification Europe,2022,Goalkeeper,Iceland,0,0,0,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Patrizio Stronati,27,785030400,1994-11-17,WC Qualification Europe,2022,Defender,Czech Republic,0,0,0,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pau Francisco Torres,25,853372800,1997-01-16,WC Qualification Europe,2022,Defender,Spain,90,90,0,Spain,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,38
Paul Mbong,20,999388800,2001-09-02,WC Qualification Europe,2022,Forward,Malta,486,226,260,Malta,8,4,4,0,0,0,0,0,0,0,0,1,1,0,11,6,5,1,0,0,0,0,0,0,0,2.04,44,61,486,0,0.19,606,586,-1,20
Paul McGinn,31,656553600,1990-10-22,WC Qualification Europe,2022,Defender,Scotland,12,0,12,Scotland,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,-1,-1,-1,11
Paul Pogba,29,732153600,1993-03-15,WC Qualification Europe,2022,Midfielder,France,446,207,239,France,6,3,3,0,0,0,0,0,0,0,0,3,1,2,2,1,1,1,0,0,0,0,0,0,0,0.4,223,74,446,0,0.2,625,517,-1,24
Paul Smyth,24,873849600,1997-09-10,WC Qualification Europe,2022,Forward,Northern Ireland,0,0,0,Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Paulus Arajuuri,33,582336000,1988-06-15,WC Qualification Europe,2022,Defender,Finland,460,270,190,Finland,6,3,3,0,0,0,0,0,0,0,0,1,1,0,7,4,3,1,0,0,0,0,0,0,0,1.37,66,77,460,0,0.2,570,550,199,28
Pavao Pervan,34,563760000,1987-11-13,WC Qualification Europe,2022,Goalkeeper,Austria,0,0,0,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pavel Bucha,24,889574400,1998-03-11,WC Qualification Europe,2022,Midfielder,Czech Republic,0,0,0,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pavel Dõmov,28,757296000,1993-12-31,WC Qualification Europe,2022,Midfielder,Estonia,0,0,0,Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pavel Kadeřábek,30,704160000,1992-04-25,WC Qualification Europe,2022,Defender,Czech Republic,98,0,98,Czech Republic,2,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0.92,0.92,0,0,0,0,1.84,49,49,0,98,0,-1,-1,-1,35
Pavel Pavlyuchenko,24,883612800,1998-01-01,WC Qualification Europe,2022,Goalkeeper,Belarus,180,90,90,Belarus,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,-1,-1,-1,22
Pavel Sedko,24,891561600,1998-04-03,WC Qualification Europe,2022,Midfielder,Belarus,288,184,104,Belarus,5,3,2,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,1.88,48,58,0,0,0,403,374,-1,16
Pāvels Šteinbors,36,496108800,1985-09-21,WC Qualification Europe,2022,Goalkeeper,Latvia,313,223,90,Latvia,4,3,1,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,2.01,45,78,0,0,0,515,494,262,8
Paweł Dawidowicz,26,800928000,1995-05-20,WC Qualification Europe,2022,Defender,Poland,357,267,90,Poland,5,4,1,0,0,0,0,0,0,0,0,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0.76,119,71,0,0,0,667,264,89,31
Paweł Savitskiy,27,773971200,1994-07-12,WC Qualification Europe,2022,Midfielder,Belarus,76,32,44,Belarus,2,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1.18,0,1.18,2.81,0,76,4.74,19,38,0,0,0,-1,-1,-1,4
Pedro González López,19,1038182400,2002-11-25,WC Qualification Europe,2022,Midfielder,Spain,185,95,90,Spain,3,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.49,0.49,0,0,0,0,0.49,185,62,0,185,0,-1,-1,-1,23
Pedro Lomba Neto,22,952560000,2000-03-09,WC Qualification Europe,2022,Forward,Portugal,112,63,49,Portugal,2,1,1,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,1.61,1.61,0,0,0,0,0,0,56,0,56,0,-1,-1,-1,26
Per Kristian Bråtveit,26,824342400,1996-02-15,WC Qualification Europe,2022,Goalkeeper,Norway,0,0,0,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Petar Stojanović,26,813024000,1995-10-07,WC Qualification Europe,2022,Midfielder,Slovenia,689,360,329,Slovenia,8,4,4,1,1,0,0,0,0,0,0,2,2,0,9,2,7,2,0,0.13,0,0.13,0.25,0,689,1.18,77,86,345,0,0.26,283,710,-1,7
Petar Vitanov,27,794793600,1995-03-10,WC Qualification Europe,2022,Midfielder,Bulgaria,272,89,183,Bulgaria,4,1,3,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1,0,0,0,0,0,0,0,1.32,68,68,272,0,0.33,478,457,-1,6
Petar Zanev,36,498441600,1985-10-18,WC Qualification Europe,2022,Defender,Bulgaria,107,90,17,Bulgaria,2,1,1,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,2.52,36,54,0,0,0,-1,-1,-1,25
Péter Gulácsi,32,641952000,1990-05-06,WC Qualification Europe,2022,Goalkeeper,Hungary,406,270,136,Hungary,5,3,2,0,0,0,0,0,0,0,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,2,45,81,0,0,0,677,664,259,21
Peter Pekarík,35,531014400,1986-10-30,WC Qualification Europe,2022,Defender,Slovakia,619,268,351,Slovakia,7,3,4,0,0,0,0,0,0,0,0,1,0,1,8,4,4,2,0,0,0,0,0,0,0,1.16,77,88,310,0,0.29,519,490,167,30
Peter Szappanos,31,658540800,1990-11-14,WC Qualification Europe,2022,Goalkeeper,Hungary,0,0,0,Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Peter Vindahl Jensen,24,887587200,1998-02-16,WC Qualification Europe,2022,Goalkeeper,Denmark,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Petko Hristov,23,920246400,1999-03-01,WC Qualification Europe,2022,Defender,Bulgaria,450,180,270,Bulgaria,5,2,3,0,0,0,0,0,0,0,0,2,1,1,5,1,4,1,0,0,0,0,0,0,0,1,90,90,450,0,0.2,477,459,131,8
Petros Mandalos,30,683596800,1991-08-31,WC Qualification Europe,2022,Midfielder,Greece,258,180,78,Greece,5,2,3,0,0,0,0,0,0,0,0,1,0,1,3,2,1,0,0,0,0,0,0,0,0,1.05,86,52,0,0,0,-1,-1,-1,23
Petur Knudsen,24,893116800,1998-04-21,WC Qualification Europe,2022,Midfielder,Faroe Islands,67,31,36,Faroe Islands,5,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.34,67,13,0,0,0,-1,-1,-1,14
Philip Foden,21,959472000,2000-05-28,WC Qualification Europe,2022,Midfielder,England,500,283,217,England,7,4,3,0,0,0,4,2,2,0,0,5,2,3,2,2,0,0,0,0.72,0.72,0,0,0,0,0.36,250,71,0,125,0,759,12,-1,31
Philipp Köhn,24,891475200,1998-04-02,WC Qualification Europe,2022,Goalkeeper,Switzerland,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Philipp Lienhart,25,837043200,1996-07-11,WC Qualification Europe,2022,Defender,Austria,360,180,180,Austria,4,2,2,0,0,0,0,0,0,0,0,1,0,1,5,3,2,0,0,0,0,0,0,0,0,1.25,72,90,0,0,0,639,630,187,35
Philipp Max,28,749347200,1993-09-30,WC Qualification Europe,2022,Defender,Germany,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Philipp Ospelt,29,718416000,1992-10-07,WC Qualification Europe,2022,Forward,Liechtenstein,76,6,70,Liechtenstein,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4.74,19,25,0,0,0,-1,-1,-1,14
Pierluigi Gollini,27,795484800,1995-03-18,WC Qualification Europe,2022,Goalkeeper,Italy,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pieros Soteriou,29,726883200,1993-01-13,WC Qualification Europe,2022,Forward,Cyprus,579,355,224,Cyprus,7,4,3,1,1,0,0,0,0,0,0,2,2,0,11,3,8,1,0,0.16,0,0.16,0.25,0,579,1.71,53,83,579,0,0.16,250,541,-1,1
Pierre Bengtsson,34,576806400,1988-04-12,WC Qualification Europe,2022,Defender,Sweden,36,29,7,Sweden,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,-1,-1,-1,21
